country,year,vaccine,method,population,urban_poor_vaccinated,urban_nonpoor_vaccinated,rural_vaccinated,total_vaccinated,overall_coverage,urban_poor_coverage,urban_nonpoor_coverage,rural_coverage
Colombia,2048,measles1,historical_progress,560000.5,240607.18747624036,227015.88202712714,61825.631660587,529448.7011639546,94.54432650755751,94.94020200759486,93.86688009383992,95.52565032418846
Colombia,2048,measles1,static,560000.5,236245.65811444036,222900.72468107316,60704.90741860603,519851.29021411954,92.83050465385647,93.2192040481626,92.1653384319963,93.79403983879874
Colombia,2049,DTP1,historical_progress,552044.5,230935.26473735203,217890.30230318895,58169.20152500561,506994.7685655466,91.8394746375603,92.22621291814147,91.18357330652836,92.7949254335668
Colombia,2049,DTP1,static,552044.5,225891.99042340028,213131.91009265048,56898.874794058764,495922.7753101095,89.83384044404201,90.21213294983475,89.1922629987061,90.76842565045038
Colombia,2049,DTP3,historical_progress,552044.5,241434.15979141934,227796.14071977691,60813.7189956678,530044.019506864,96.01472698430362,96.41904735493861,95.32900673735965,97.01361496452712
Colombia,2049,DTP3,static,552044.5,225891.99042340028,213131.91009265048,56898.874794058764,495922.7753101095,89.83384044404201,90.21213294983475,89.1922629987061,90.76842565045038
Colombia,2049,measles1,historical_progress,555987,239579.7342536057,226046.46709806952,60346.61643796671,525972.8177896419,94.60163956884638,95.00000939371091,93.9260113430112,95.5858265122744
Colombia,2049,measles1,static,555987,235088.7360509033,221809.15428600146,59215.399948364975,516113.2902852698,92.82830179217676,93.2192040481626,92.1653384319963,93.79403983879874
Colombia,2050,DTP1,historical_progress,548049.5,229960.31572667987,216970.4257529048,56762.714088817294,503693.45556840196,91.90656237591713,92.29577338912662,91.2523473795887,92.86491484887456
Colombia,2050,DTP1,static,548049.5,224768.80374638276,212072.16945547846,55481.25685435899,492322.23005622026,89.83170864241647,90.21213294983475,89.1922629987061,90.76842565045038
Colombia,2050,DTP3,historical_progress,548049.5,240590.2250273134,226999.87774502367,59386.56899402223,526976.6717663592,96.15494070633387,96.56214298797657,95.47048463970552,97.15759299612442
Colombia,2050,DTP3,static,548049.5,224768.80374638276,212072.16945547846,55481.25685435899,492322.23005622026,89.83170864241647,90.21213294983475,89.1922629987061,90.76842565045038
Colombia,2050,measles1,historical_progress,551862.5,238493.3293044118,225021.43047980874,58868.977547789415,522383.73733200994,94.65831386115381,95.05917814433643,93.9845111766204,95.645360126727
Colombia,2050,measles1,static,551862.5,233877.0307354922,220665.8952095777,57729.50426524425,512272.4302103141,92.82609893049701,93.2192040481626,92.1653384319963,93.79403983879874
Democratic Republic of the Congo,2024,DTP1,historical_progress,4086110,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2024,DTP1,static,4086110,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2024,DTP3,historical_progress,4086110,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2024,DTP3,static,4086110,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2024,measles1,historical_progress,3950712,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2024,measles1,static,3950712,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2025,DTP1,historical_progress,4186307,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2025,DTP1,static,4186307,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2025,DTP3,historical_progress,4186307,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2025,DTP3,static,4186307,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2025,measles1,historical_progress,4056677.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2025,measles1,static,4056677.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2026,DTP1,historical_progress,4279160,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2026,DTP1,static,4279160,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2026,DTP3,historical_progress,4279160,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2026,DTP3,static,4279160,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2026,measles1,historical_progress,4156487.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2026,measles1,static,4156487.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2027,DTP1,historical_progress,4361382.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2027,DTP1,static,4361382.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2027,DTP3,historical_progress,4361382.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2027,DTP3,static,4361382.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2027,measles1,historical_progress,4249022.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2027,measles1,static,4249022.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2028,DTP1,historical_progress,4438160,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2028,DTP1,static,4438160,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2028,DTP3,historical_progress,4438160,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2028,DTP3,static,4438160,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2028,measles1,historical_progress,4331023.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2028,measles1,static,4331023.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2029,DTP1,historical_progress,4520976.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2029,DTP1,static,4520976.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2029,DTP3,historical_progress,4520976.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2029,DTP3,static,4520976.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2029,measles1,historical_progress,4407640,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2029,measles1,static,4407640,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2030,DTP1,historical_progress,4600239,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2030,DTP1,static,4600239,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2030,DTP3,historical_progress,4600239,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2030,DTP3,static,4600239,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2030,measles1,historical_progress,4490238.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2030,measles1,static,4490238.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2031,DTP1,historical_progress,4675355.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2031,DTP1,static,4675355.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2031,DTP3,historical_progress,4675355.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2031,DTP3,static,4675355.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2031,measles1,historical_progress,4569334.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2031,measles1,static,4569334.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2032,DTP1,historical_progress,4751161.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2032,DTP1,static,4751161.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2032,DTP3,historical_progress,4751161.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2032,DTP3,static,4751161.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2032,measles1,historical_progress,4644325,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2032,measles1,static,4644325,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2033,DTP1,historical_progress,4815695,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2033,DTP1,static,4815695,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2033,DTP3,historical_progress,4815695,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2033,DTP3,static,4815695,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2033,measles1,historical_progress,4720040.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2033,measles1,static,4720040.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2034,DTP1,historical_progress,4878290.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2034,DTP1,static,4878290.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2034,DTP3,historical_progress,4878290.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2034,DTP3,static,4878290.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2034,measles1,historical_progress,4784553.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2034,measles1,static,4784553.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2035,DTP1,historical_progress,4945997.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2035,DTP1,static,4945997.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2035,DTP3,historical_progress,4945997.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2035,DTP3,static,4945997.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2035,measles1,historical_progress,4847149,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2035,measles1,static,4847149,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2036,DTP1,historical_progress,5002746,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2036,DTP1,static,5002746,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2036,DTP3,historical_progress,5002746,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2036,DTP3,static,5002746,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2036,measles1,historical_progress,4914799.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2036,measles1,static,4914799.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2037,DTP1,historical_progress,5060335,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2037,DTP1,static,5060335,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2037,DTP3,historical_progress,5060335,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2037,DTP3,static,5060335,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2037,measles1,historical_progress,4971529,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2037,measles1,static,4971529,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2038,DTP1,historical_progress,5112545,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2038,DTP1,static,5112545,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2038,DTP3,historical_progress,5112545,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2038,DTP3,static,5112545,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2038,measles1,historical_progress,5029218,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2038,measles1,static,5029218,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2039,DTP1,historical_progress,5169005,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2039,DTP1,static,5169005,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2039,DTP3,historical_progress,5169005,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2039,DTP3,static,5169005,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2039,measles1,historical_progress,5081529,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2039,measles1,static,5081529,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2040,DTP1,historical_progress,5242878,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2040,DTP1,static,5242878,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2040,DTP3,historical_progress,5242878,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2040,DTP3,static,5242878,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2040,measles1,historical_progress,5137951,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2040,measles1,static,5137951,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2041,DTP1,historical_progress,5316252,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2041,DTP1,static,5316252,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2041,DTP3,historical_progress,5316252,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2041,DTP3,static,5316252,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2041,measles1,historical_progress,5211809,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2041,measles1,static,5211809,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2042,DTP1,historical_progress,5389486,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2042,DTP1,static,5389486,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2042,DTP3,historical_progress,5389486,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2042,DTP3,static,5389486,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2042,measles1,historical_progress,5285232,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2042,measles1,static,5285232,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2043,DTP1,historical_progress,5461858.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2043,DTP1,static,5461858.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2043,DTP3,historical_progress,5461858.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2043,DTP3,static,5461858.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2043,measles1,historical_progress,5358397,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2043,measles1,static,5358397,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2044,DTP1,historical_progress,5537131,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2044,DTP1,static,5537131,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2044,DTP3,historical_progress,5537131,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2044,DTP3,static,5537131,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2044,measles1,historical_progress,5430769.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2044,measles1,static,5430769.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2045,DTP1,historical_progress,5612240,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2045,DTP1,static,5612240,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2045,DTP3,historical_progress,5612240,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2045,DTP3,static,5612240,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2045,measles1,historical_progress,5506045,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2045,measles1,static,5506045,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2046,DTP1,historical_progress,5682260,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2046,DTP1,static,5682260,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2046,DTP3,historical_progress,5682260,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2046,DTP3,static,5682260,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2046,measles1,historical_progress,5581140.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2046,measles1,static,5581140.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2047,DTP1,historical_progress,5752409.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2047,DTP1,static,5752409.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2047,DTP3,historical_progress,5752409.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2047,DTP3,static,5752409.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2047,measles1,historical_progress,5651158,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2047,measles1,static,5651158,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2048,DTP1,historical_progress,5820913,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2048,DTP1,static,5820913,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2048,DTP3,historical_progress,5820913,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2048,DTP3,static,5820913,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2048,measles1,historical_progress,5721268.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2048,measles1,static,5721268.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2049,DTP1,historical_progress,5886694.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2049,DTP1,static,5886694.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2049,DTP3,historical_progress,5886694.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2049,DTP3,static,5886694.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2049,measles1,historical_progress,5789750.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2049,measles1,static,5789750.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2050,DTP1,historical_progress,5951954.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2050,DTP1,static,5951954.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2050,DTP3,historical_progress,5951954.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2050,DTP3,static,5951954.5,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2050,measles1,historical_progress,5855601,NA,NA,NA,NA,NA,NA,NA,NA
Democratic Republic of the Congo,2050,measles1,static,5855601,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2024,DTP1,historical_progress,3942448,230574.13872608665,630741.4096079024,2167955.1744239638,3029270.7227579528,76.837303187206345,80.14613728001677,97.67169926835803,72.04953261873631
Ethiopia,2024,DTP1,static,3942448,226986.88916401973,620928.3973685666,2134226.343025089,2982141.629557675,75.6418760515719,78.89923163202197,96.1521326666457,70.92859314234201
Ethiopia,2024,DTP3,historical_progress,3942448,217321.29144719793,594487.9094530788,2043346.3219617654,2855155.5228620423,72.42087968850933,75.53952995088034,92.0577647611112,67.90829866428246
Ethiopia,2024,DTP3,static,3942448,212247.48077674574,580608.3715654128,1995640.216854628,2788496.0691967867,70.73006591835293,73.7759049026699,89.90848768829207,66.32284034089122
Ethiopia,2024,measles1,historical_progress,3881428,180935.84402769362,494954.594392729,1701235.0190955137,2377125.4575159363,61.243579876167644,63.880903632394464,77.84974573103827,57.4274619610912
Ethiopia,2024,measles1,static,3881428,177037.57145234692,484290.77080524946,1664581.8183170962,2325910.1605746923,59.924083625271216,62.50458609809532,76.17246873591411,56.19018417769951
Ethiopia,2025,DTP1,historical_progress,3992022.5,241925.1287976898,660908.5085227645,2213578.1567711136,3116411.794091568,78.06598770652138,81.34473229357341,99,73.1270419467802
Ethiopia,2025,DTP1,static,3992022.5,234652.03260769334,641896.5918383414,2147030.432116456,3023579.0565624908,75.74053143644583,78.89923163202197,96.1521326666457,70.92859314234201
Ethiopia,2025,DTP3,historical_progress,3992022.5,229693.0463319516,628331.1589972223,2101656.4614410517,2959680.6667702254,74.1398793912165,77.23182563309801,94.12011487000308,69.4296335294986
Ethiopia,2025,DTP3,static,3992022.5,219414.88763316782,600214.9949657217,2007612.8715894131,2827242.754188303,70.82231510940389,73.7759049026699,89.90848768829207,66.32284034089122
Ethiopia,2025,measles1,historical_progress,3930558,191035.36138694285,522582.0805051236,1747944.5200198265,2461561.961911893,62.62627245067731,65.23805263344707,79.50366260828011,58.64750767431367
Ethiopia,2025,measles1,static,3930558,183031.0027903726,500685.95437362586,1674705.8554942082,2358422.8126582066,60.00223918991162,62.50458609809532,76.17246873591411,56.19018417769951
Ethiopia,2026,DTP1,historical_progress,4031083.5,253246.3306863968,682189.9543374006,2250803.638907156,3186239.9239309533,79.04177435002161,82.49500210679666,99,74.16110803206912
Ethiopia,2026,DTP1,static,4031083.5,242207.89616949958,662565.8484171991,2152696.201333905,3057469.945920604,75.84734838463663,78.89923163202197,96.1521326666457,70.92859314234201
Ethiopia,2026,DTP3,historical_progress,4031083.5,242059.8770905822,662160.9384693573,2151380.636837661,3055601.4523976003,75.80099624325818,78.85101441128657,96.09337178255254,70.88524697076016
Ethiopia,2026,DTP3,static,4031083.5,226480.11070394766,619542.0920264719,2012910.7337148201,2858932.93644524,70.92219589212776,73.7759049026699,89.90848768829207,66.32284034089122
Ethiopia,2026,measles1,historical_progress,3980342,201799.76008300018,552028.3663923643,1793556.6256550145,2547384.752130379,63.99914258951564,66.57428747296595,81.132092022681,59.84875203771747
Ethiopia,2026,measles1,static,3980342,189463.69473056446,518282.74646985484,1683916.1001247857,2391662.541325205,60.08686040860823,62.50458609809532,76.17246873591411,56.19018417769951
Ethiopia,2027,DTP1,historical_progress,4063288.5,264297.599174243,702573.0520506275,2282711.5262016742,3249582.177426545,79.9741927610246,83.59716054235423,99,75.15192309625964
Ethiopia,2027,DTP1,static,4063288.5,249444.8060406412,682362.5990786072,2154429.4601205154,3086236.8652397636,75.95416533282743,78.89923163202197,96.1521326666457,70.92859314234201
Ethiopia,2027,DTP3,historical_progress,4063288.5,254176.925320442,695307.4314933128,2195300.2938212827,3144784.6506350376,77.39506192176701,80.39599791508714,97.97619694767012,72.27415157839675
Ethiopia,2027,DTP3,static,4063288.5,233247.09136267749,638053.339398178,2014531.4432295726,2885831.873990428,71.02207667485162,73.7759049026699,89.90848768829207,66.32284034089122
Ethiopia,2027,measles1,historical_progress,4019848.5,212337.460721245,580854.5139877306,1833937.086629495,2627129.061338471,65.35393215287768,67.88798229035051,82.73305258657804,61.02973344004656
Ethiopia,2027,measles1,static,4019848.5,195499.477930256,534793.78463092,1688509.1390618132,2418802.401622989,60.17148162730484,62.50458609809532,76.17246873591411,56.19018417769951
Ethiopia,2028,DTP1,historical_progress,4101627.4999999995,275898.6874158315,724276.020209745,2316565.9998669582,3316740.707492535,80.8640157472256,84.65162981561227,99,76.09986670124735
Ethiopia,2028,DTP1,static,4101627.4999999995,257150.3288573165,703441.2523482583,2159146.584802795,3119738.16600837,76.06098228101821,78.89923163202197,96.1521326666457,70.92859314234201
Ethiopia,2028,DTP3,historical_progress,4101627.4999999995,266820.7095479747,724276.020209745,2240343.3288814817,3231440.0586392013,78.78433764741439,81.86631166443922,99,73.5959297955253
Ethiopia,2028,DTP3,static,4101627.4999999995,240452.25555489335,657763.2489490206,2018942.2611143019,2917157.765618216,71.12195745757546,73.7759049026699,89.90848768829207,66.32284034089122
Ethiopia,2028,measles1,historical_progress,4052228,222749.98863886436,609338.2484283176,1870306.2888219263,2702394.5258891084,66.68910352253398,69.1776370533334,84.30471625553291,62.189103386820186
Ethiopia,2028,measles1,static,4052228,201262.95774592034,550559.9299725593,1689891.7835159875,2441714.671234467,60.25610284600143,62.50458609809532,76.17246873591411,56.19018417769951
Ethiopia,2029,DTP1,historical_progress,4136346.9999999995,287404.8317150372,745608.3445446133,2346884.9070215975,3379898.083281248,81.71215043808579,85.65902000754924,99,77.00548729578915
Ethiopia,2029,DTP1,static,4136346.9999999995,264724.2565657247,724159.9238587043,2161680.2979589812,3150564.4783834103,76.16779922920902,78.89923163202197,96.1521326666457,70.92859314234201
Ethiopia,2029,DTP3,historical_progress,4136346.9999999995,279362.5465288262,745608.3445446133,2281213.3676502765,3306184.2587237163,79.93005080868981,83.2620725952138,99,74.85068674480218
Ethiopia,2029,DTP3,static,4136346.9999999995,247534.36977574258,677136.5521795676,2021311.447442164,2945982.3693974745,71.22183824029935,73.7759049026699,89.90848768829207,66.32284034089122
Ethiopia,2029,measles1,historical_progress,4090874,233749.69556677784,639428.2259570986,1908748.8170361961,2781926.7385600726,68.00323692590074,70.44188221584291,85.84541400472926,63.32563068764395
Ethiopia,2029,measles1,static,4090874,207411.0956772708,567378.3173542018,1693673.579143003,2468462.9921744755,60.34072406469805,62.50458609809532,76.17246873591411,56.19018417769951
Ethiopia,2030,DTP1,historical_progress,4168565.4999999995,298864.7504373083,766735.8478608037,2374283.812038933,3439884.410337045,82.51962000685957,86.62010839768668,99,77.86948363628355
Ethiopia,2030,DTP1,static,4168565.4999999995,272225.46366646397,744679.6663008592,2162652.2052611844,3179557.3352285074,76.27461617739982,78.89923163202197,96.1521326666457,70.92859314234201
Ethiopia,2030,DTP3,historical_progress,4168565.4999999995,291839.3096032034,766735.8478608037,2318471.3068155996,3377046.464279607,81.01219626462886,84.58392164196772,99,76.03899861164106
Ethiopia,2030,DTP3,static,4168565.4999999995,254548.48550630396,696323.8438137904,2022220.2438805874,2973092.5732006817,71.3217190230232,73.7759049026699,89.90848768829207,66.32284034089122
Ethiopia,2030,measles1,historical_progress,4126098.5,244795.7040170475,669644.8624756484,1944740.8115339756,2859181.3780266717,69.29503447449623,71.6794819817421,87.35363980639414,64.4382043902362
Ethiopia,2030,measles1,static,4126098.5,213462.11963522245,583931.0469963736,1695816.0987263715,2493209.2653579675,60.42534528339465,62.50458609809532,76.17246873591411,56.19018417769951
Ethiopia,2031,DTP1,historical_progress,4197703,310631.1437937494,788585.8729533191,2397207.3244446493,3496424.341191718,83.29375234959971,87.53581900097875,99,78.69268639090545
Ethiopia,2031,DTP1,static,4197703,279983.19826114754,765901.1462146479,2160690.5392548307,3206574.883730626,76.38879843882776,78.89923163202197,96.1521326666457,70.92859314234201
Ethiopia,2031,DTP3,historical_progress,4197703,304588.360786634,788585.8729533191,2350573.8687396897,3443748.1024796427,82.03886988859486,85.83296347557058,99,77.1618584697265
