country,year,vaccine,method,population,urban_poor_population,urban_nonpoor_population,rural_population,urban_poor_zero_dose,urban_nonpoor_zero_dose,rural_zero_dose,total_zero_dose,overall_zero_dose_percent
Angola,2042,measles1,historical_progress,1731739,658653.6940353907,685355.8708206093,387729.43514400005,235170.0061777106,148517.96180578775,219720.91700739504,603408.8849908934,34.844100929233186
Angola,2042,measles1,static,1731739,658653.6940353907,685355.8708206093,387729.43514400005,307600.8421428622,240336.41820119723,248456.37427957755,796393.634623637,45.988086808903475
Angola,2043,DTP1,historical_progress,1777452,679177.8754588609,706712.113653139,391562.01088799996,101794.64168282284,7067.121136531396,167223.32947661402,276085.09229596826,15.532632796608192
Angola,2043,DTP1,static,1777452,679177.8754588609,706712.113653139,391562.01088799996,179628.99484349447,73448.58022898038,197465.38559310022,450542.96066557505,25.3476865009899
Angola,2043,DTP3,historical_progress,1777452,679177.8754588609,706712.113653139,391562.01088799996,142261.2595920738,26078.593067317335,182946.38337197725,351286.2360313684,19.763472433087834
Angola,2043,DTP3,static,1777452,679177.8754588609,706712.113653139,391562.01088799996,288226.57758596534,211114.56575597145,239660.30413546975,739001.4474774065,41.57645030512253
Angola,2043,measles1,historical_progress,1753164,669897.2466491126,697055.2431348873,386211.5102159999,235426.93590903192,146289.91300696644,217400.7604018964,599117.6093178948,34.173506261701405
Angola,2043,measles1,static,1753164,669897.2466491126,697055.2431348873,386211.5102159999,312851.74452749616,244439.08275391953,247483.69052163837,804774.5178030541,45.90412065289124
Angola,2044,DTP1,historical_progress,1796299.5,689550.5091867815,717505.2595592184,389243.73125400004,99991.0421006802,7175.05259559219,164955.681106297,272121.7758025694,15.149020294364576
Angola,2044,DTP1,static,1796299.5,689550.5091867815,717505.2595592184,389243.73125400004,182372.34947525023,74570.311734201,196296.27324534653,453238.93445479777,25.231813205693026
Angola,2044,DTP3,historical_progress,1796299.5,689550.5091867815,717505.2595592184,389243.73125400004,138205.9831070971,18581.89836742651,179493.91699826167,336281.7984727853,18.720809000547252
Angola,2044,DTP3,static,1796299.5,689550.5091867815,717505.2595592184,389243.73125400004,292628.47115167,214338.7786526831,238241.37281244513,745208.6226167983,41.485766856629326
Angola,2044,measles1,historical_progress,1770805.5,679764.056158649,707322.0584353509,383719.385406,235099.790387038,143634.14908979324,214554.2939976565,593288.2334744877,33.50386213926305
Angola,2044,measles1,static,1770805.5,679764.056158649,707322.0584353509,383719.385406,317459.68788510765,248039.38694726102,245886.7411068621,811385.8159392307,45.820154496879006
Angola,2045,DTP1,historical_progress,1815753,700223.3794637086,728610.8137662912,386918.80676999997,98186.76566960837,7286.108137662919,162722.16075183064,268195.0345591019,14.77045801709274
Angola,2045,DTP1,static,1815753,700223.3794637086,728610.8137662912,386918.80676999997,185195.11068290024,75724.51182983686,195123.80988847805,456043.4324012152,25.11593991039614
Angola,2045,DTP3,historical_progress,1815753,700223.3794637086,728610.8137662912,386918.80676999997,134160.61901559675,11029.576511532667,176118.71684115587,321308.9123682853,17.695628886103194
Angola,2045,DTP3,static,1815753,700223.3794637086,728610.8137662912,386918.80676999997,297157.77780916286,217656.31659863135,236818.37442793936,751632.4688357336,41.39508340813611
Angola,2045,measles1,historical_progress,1789573.5,690127.5690959602,718105.7137890395,381340.21711499995,234850.74699705784,140964.57658276727,211796.48142570566,587611.8050055308,32.835298746071665
Angola,2045,measles1,static,1789573.5,690127.5690959602,718105.7137890395,381340.21711499995,322299.5989581701,251820.9334593213,244362.1740407499,818482.7064582413,45.73618834086677
Angola,2046,DTP1,historical_progress,1835604.5,710932.0054889537,739753.5732790462,384918.921232,96344.16959388023,7397.5357327904685,160660.8263654225,264402.5316920932,14.404112198030305
Angola,2046,DTP1,static,1835604.5,710932.0054889537,739753.5732790462,384918.921232,188027.32857246278,76882.57867237934,194115.26422285632,459025.17146769847,25.006757799280756
Angola,2046,DTP3,historical_progress,1835604.5,710932.0054889537,739753.5732790462,384918.921232,130076.623114966,7397.5357327904685,172969.52386965614,310443.6827174126,16.912340469715158
Angola,2046,DTP3,static,1835604.5,710932.0054889537,739753.5732790462,384918.921232,301702.25833691726,220984.9688042635,235594.32009440928,758281.54723559,41.309636538567545
Angola,2046,measles1,historical_progress,1809193,700702.7972564768,729109.6674155231,379380.53532799997,234577.78096835135,138216.59110956473,209295.31395327387,582089.68603119,32.173996142544766
Angola,2046,measles1,static,1809193,700702.7972564768,729109.6674155231,379380.53532799997,327238.38411565986,255679.73282653844,243106.4132255853,826024.5301677836,45.65707086904402
Angola,2047,DTP1,historical_progress,1856312,722039.6225922119,751311.4991837878,382960.87822400004,94512.76363116108,7513.114991837885,158650.858743349,260676.73736634798,14.042722202213204
Angola,2047,DTP1,static,1856312,722039.6225922119,751311.4991837878,382960.87822400004,190965.07164016308,78083.79375231738,193127.81981601578,462176.68520849623,24.897575688165364
Angola,2047,DTP3,historical_progress,1856312,722039.6225922119,751311.4991837878,382960.87822400004,126024.0277726914,7513.114991837885,169914.5874148979,303451.7301794272,16.34702195425269
Angola,2047,DTP3,static,1856312,722039.6225922119,751311.4991837878,382960.87822400004,306416.06097756495,224437.64275915886,234395.87599166454,765249.5797283885,41.22418966899898
Angola,2047,measles1,historical_progress,1829210.5,711498.0989519602,740342.6164770395,377369.784571,234281.84108425726,135389.49698953697,206788.41969362542,576459.7577674197,31.514129061003075
Angola,2047,measles1,static,1829210.5,711498.0989519602,740342.6164770395,377369.784571,332279.94681057514,259618.83491674,241817.92749976317,833716.7092270784,45.57795339722128
Angola,2048,DTP1,historical_progress,1877003,733209.6792743312,762934.3960016688,380858.92472400004,92647.0036818265,7629.343960016695,156615.06953160715,256891.41717345035,13.686255012562597
Angola,2048,DTP1,static,1877003,733209.6792743312,762934.3960016688,380858.92472400004,193919.32873047,79291.76125836225,192067.80110420313,465278.89109303534,24.788393577049973
Angola,2048,DTP3,historical_progress,1877003,733209.6792743312,762934.3960016688,380858.92472400004,121944.29860260263,7629.343960016695,166871.26866726,296444.91122987936,15.793523570813651
Angola,2048,DTP3,static,1877003,733209.6792743312,762934.3960016688,380858.92472400004,311156.3614573963,227909.72533299416,233109.34971720248,772175.4365075929,41.13874279943042
Angola,2048,measles1,historical_progress,1849968,722649.0548751259,751945.638180874,375373.30694400007,234004.9562685313,132505.77858336575,204312.08114404223,570822.8159959393,30.855821073442314
Angola,2048,measles1,static,1849968,722649.0548751259,751945.638180874,375373.30694400007,337487.6051957407,263687.7118248365,240538.58797179963,841713.9049923768,45.49883592539853
Angola,2049,DTP1,historical_progress,1897321.5,744302.43755249,774476.86069651,378542.20175099984,90731.47910240645,7744.768606965106,154525.40504317795,253001.6527525495,13.334674843064262
Angola,2049,DTP1,static,1897321.5,744302.43755249,774476.86069651,378542.20175099984,196853.1419354442,80491.36945496847,190899.47378322936,468243.98517364205,24.679211465934582
Angola,2049,DTP3,historical_progress,1897321.5,744302.43755249,774476.86069651,378542.20175099984,117821.05278251518,7744.768606965106,163810.57820079455,289376.39959027484,15.251837898335882
Angola,2049,DTP3,static,1897321.5,744302.43755249,774476.86069651,378542.20175099984,315863.85837393237,231357.7805944341,231691.3711675273,778913.0101358937,41.05329592986185
Angola,2049,measles1,historical_progress,1870852,733918.6868962119,763672.1471757881,373261.1659279998,233667.66117800513,129518.52490135835,201796.03137405397,564982.2174534174,30.19919360021089
Angola,2049,measles1,static,1870852,733918.6868962119,763672.1471757881,373261.1659279998,342750.6870424205,267799.8925032733,239185.13153739786,849735.7110830917,45.41971845357578
Angola,2050,DTP1,historical_progress,1917673.5,755475.9842074172,786103.3889725828,376094.12681999995,88788.20129762392,7861.033889725834,152417.1113447751,249066.34653212485,12.987943282948052
Angola,2050,DTP1,static,1917673.5,755475.9842074172,786103.3889725828,376094.12681999995,199808.3220539153,81699.71437841318,189664.9054472603,471172.94187958876,24.5700293548192
Angola,2050,DTP3,historical_progress,1917673.5,755475.9842074172,786103.3889725828,376094.12681999995,113686.87247045516,7861.033889725834,160770.73743483273,282318.6437950137,14.721934875515238
Angola,2050,DTP3,static,1917673.5,755475.9842074172,786103.3889725828,376094.12681999995,320605.6399133722,234830.94798584143,230192.9970500298,785629.5849492435,40.96784906029329
Angola,2050,measles1,historical_progress,1891265,745072.2384556292,775277.8697443708,370914.8917999999,233196.3987918083,126387.81017569726,199178.0412908164,558762.250258322,29.544365821728945
Angola,2050,measles1,static,1891265,745072.2384556292,775277.8697443708,370914.8917999999,347959.55762741755,271869.7165341527,237681.64299598153,857510.9171575517,45.34060098175304
Colombia,2024,DTP1,historical_progress,705721.5,298426.5383647592,284788.7664502406,122506.19518500005,28955.43090689277,30539.415954777232,11204.271854597082,70699.11871626708,10.01799133457987
Colombia,2024,DTP1,static,705721.5,298426.5383647592,284788.7664502406,122506.19518500005,29209.592817553006,30779.220887171137,11309.250491307657,71298.0641960318,10.10286128395292
Colombia,2024,DTP3,historical_progress,705721.5,298426.5383647592,284788.7664502406,122506.19518500005,28157.740356476144,29786.784972357273,10874.795001507222,68819.32033034065,9.75162586520896
Colombia,2024,DTP3,static,705721.5,298426.5383647592,284788.7664502406,122506.19518500005,29209.592817553006,30779.220887171137,11309.250491307657,71298.0641960318,10.10286128395292
Colombia,2024,measles1,historical_progress,711783,300989.7484445116,287234.84058548824,123558.41097000006,20175.2590424465,22282.86776089284,7571.234963081139,50029.36176642048,7.028737939290554
Colombia,2024,measles1,static,711783,300989.7484445116,287234.84058548824,123558.41097000006,20409.500677971027,22503.877665267937,7667.985760611534,50581.364103850494,7.106289993418007
Colombia,2025,DTP1,historical_progress,701870,297889.6541925722,284276.41730742774,119703.92850000004,28651.554178647628,30246.912241189402,10846.17891844128,69744.64533827831,9.936974844099094
Colombia,2025,DTP1,static,701870,297889.6541925722,284276.41730742774,119703.92850000004,29157.043308565968,30723.847539287537,11050.55715880922,70931.44800666271,10.106066366515554
Colombia,2025,DTP3,historical_progress,701870,297889.6541925722,284276.41730742774,119703.92850000004,27090.2252467613,28773.778922419988,10214.90587843345,66078.91004761474,9.414693611012687
Colombia,2025,DTP3,static,701870,297889.6541925722,284276.41730742774,119703.92850000004,29157.043308565968,30723.847539287537,11050.55715880922,70931.44800666271,10.106066366515554
Colombia,2025,measles1,historical_progress,708042.5,300509.40413273725,286776.44749226264,120756.64837500005,19911.596903101334,22028.916999625544,7305.967245700526,49246.4811484274,6.9553001618444386
Colombia,2025,measles1,static,708042.5,300509.40413273725,286776.44749226264,120756.64837500005,20376.929510323353,22467.964117762607,7494.109490154395,50339.00311824036,7.109601912066064
Colombia,2026,DTP1,historical_progress,696089,296417.7063937386,282871.7359402613,116799.55766600008,28261.339511376358,29862.85957408544,10484.441012882662,68608.64009834446,9.85630287195236
Colombia,2026,DTP1,static,696089,296417.7063937386,282871.7359402613,116799.55766600008,29012.971014968298,30572.033271418008,10782.43800588188,70367.44229226818,10.108972026891415
Colombia,2026,DTP3,historical_progress,696089,296417.7063937386,282871.7359402613,116799.55766600008,25976.69734765353,27707.271200545627,9578.656074897666,63262.624623096825,9.088295408072362
Colombia,2026,DTP3,static,696089,296417.7063937386,282871.7359402613,116799.55766600008,29012.971014968298,30572.033271418008,10782.43800588188,70367.44229226818,10.108972026891415
Colombia,2026,measles1,historical_progress,703941.5,299761.56046908937,286062.7794799105,118117.16005100007,19633.533016732512,21758.492065820443,7055.676549211648,48447.7016317646,6.88234769959785
Colombia,2026,measles1,static,703941.5,299761.56046908937,286062.7794799105,118117.16005100007,20326.219757452644,22412.050644275718,7330.303896307398,50068.57429803576,7.112604427787786
Colombia,2027,DTP1,historical_progress,687847.5,293878.22150995873,280448.3027850412,113520.97570500009,27774.581090367123,29376.199436306237,10095.058799602464,67245.83932627583,9.776271532029385
Colombia,2027,DTP1,static,687847.5,293878.22150995873,280448.3027850412,113520.97570500009,28764.40961078488,30310.114989599664,10479.773274541245,69554.29787492579,10.111877687267278
Colombia,2027,DTP3,historical_progress,687847.5,293878.22150995873,280448.3027850412,113520.97570500009,24813.995236861923,26582.849761675727,8944.374404631002,60341.21940316865,8.77247055534383
Colombia,2027,DTP3,static,687847.5,293878.22150995873,280448.3027850412,113520.97570500009,28764.40961078488,30310.114989599664,10479.773274541245,69554.29787492579,10.111877687267278
Colombia,2027,measles1,historical_progress,697995,298213.6726859422,284585.6285040577,115195.69881000009,19307.162686068466,21433.858040087336,6793.718731347908,47534.73945750371,6.810183376314116
Colombia,2027,measles1,static,697995,298213.6726859422,284585.6285040577,115195.69881000009,20221.260645314014,22296.320864469188,7148.999175566003,49666.5806853492,7.11560694350951
Colombia,2028,DTP1,historical_progress,680033,291498.5269685943,278177.3577254057,110357.115306,27308.867489002623,28911.119263064124,9721.9783857455,65941.96513781225,9.696877230636197
Colombia,2028,DTP1,static,680033,291498.5269685943,278177.3577254057,110357.115306,28531.48827287609,30064.67722011038,10187.699149491595,68783.86464247807,10.11478334764314
Colombia,2028,DTP3,historical_progress,680033,291498.5269685943,278177.3577254057,110357.115306,23710.63185716671,25516.139070365905,8351.338307725644,57578.109235258264,8.466958108688589
Colombia,2028,DTP3,static,680033,291498.5269685943,278177.3577254057,110357.115306,28531.48827287609,30064.67722011038,10187.699149491595,68783.86464247807,10.11478334764314
Colombia,2028,measles1,historical_progress,689607,295602.45559734805,282093.74122865195,111910.803174,18917.390988206134,21037.932194769342,6515.915972211563,46471.239155187046,6.738800382708854
Colombia,2028,measles1,static,689607,295602.45559734805,282093.74122865195,111910.803174,20044.199342676937,22101.089929784997,6945.1398610587985,49090.42913352073,7.118609459231233
Colombia,2029,DTP1,historical_progress,673010,289437.1874928198,276210.21924718015,107362.59326000002,26878.4722270865,28482.796990329676,9369.615776662109,64730.88499407829,9.618116371833747
Colombia,2029,DTP1,static,673010,289437.1874928198,276210.21924718015,107362.59326000002,28329.72710553471,29852.074066932506,9911.257620401451,68093.05879286866,10.117689008019
Colombia,2029,DTP3,historical_progress,673010,289437.1874928198,276210.21924718015,107362.59326000002,22676.056299679076,24517.765153949284,7801.177079309146,54994.99853293751,8.171497976692399
Colombia,2029,DTP3,static,673010,289437.1874928198,276210.21924718015,107362.59326000002,28329.72710553471,29852.074066932506,9911.257620401451,68093.05879286866,10.117689008019
Colombia,2029,measles1,historical_progress,681603,293132.7250808583,279736.8747411416,108733.40017800003,18542.732248764183,20657.79205681409,6250.071991723348,45450.59629730163,6.668191938313305
Colombia,2029,measles1,static,681603,293132.7250808583,279736.8747411416,108733.40017800003,19876.731955793504,21916.437416878867,6747.951496966224,48541.1208696386,7.121611974952957
Colombia,2030,DTP1,historical_progress,666207,287450.9642956258,274314.7643143741,104441.27139000005,26460.172752119874,28066.697643224266,9029.17985798654,63556.050253330686,9.539985357903879
Colombia,2030,DTP1,static,666207,287450.9642956258,274314.7643143741,104441.27139000005,28135.31821967382,29647.218282816775,9641.573619982752,67424.11012247334,10.12059466839486
Colombia,2030,DTP3,historical_progress,666207,287450.9642956258,274314.7643143741,104441.27139000005,21687.688952292145,23563.799659825236,7284.472090899239,52535.960703016615,7.885831386193272
Colombia,2030,DTP3,static,666207,287450.9642956258,274314.7643143741,104441.27139000005,28135.31821967382,29647.218282816775,9641.573619982752,67424.11012247334,10.12059466839486
Colombia,2030,measles1,historical_progress,674439.5,291003.0735703163,277704.54601468355,105731.88041500005,18195.213252040576,20306.92758234826,5999.746628198831,44501.88746258766,6.598351292085897
Colombia,2030,measles1,static,674439.5,291003.0735703163,277704.54601468355,105731.88041500005,19732.32463237843,21757.211339211557,6561.678376243864,48051.21434783385,7.124614490674679
Colombia,2031,DTP1,historical_progress,658910,285148.0934192022,272117.1321607977,101644.77441999997,26017.992213863185,27624.65002861784,8704.853106864499,62347.495349345525,9.462217199518223
Colombia,2031,DTP1,static,658910,285148.0934192022,272117.1321607977,101644.77441999997,27909.9162799525,29409.70397940237,9383.412923014292,66703.03318236915,10.12323886150903
Colombia,2031,DTP3,historical_progress,658910,285148.0934192022,272117.1321607977,101644.77441999997,20715.098063344845,22621.3032645263,6802.910558358649,50139.3118862298,7.609432530425976
Colombia,2031,DTP3,static,658910,285148.0934192022,272117.1321607977,101644.77441999997,27909.9162799525,29409.70397940237,9383.412923014292,66703.03318236915,10.12323886150903
Colombia,2031,measles1,historical_progress,667492,288862.0163187235,275661.3327772764,102968.65090399997,17852.297180020767,19960.282972719106,5767.971188728739,43580.551341468614,6.528999799468551
Colombia,2031,measles1,static,667492,288862.0163187235,275661.3327772764,102968.65090399997,19587.143908935905,21597.132496948056,6390.193453628642,47574.4698595126,7.127346823559325
Colombia,2032,DTP1,historical_progress,651304,282692.37517970835,269773.63760429155,98837.98721600007,25567.458937006737,27173.07249128057,8384.812847900525,61125.34427618783,9.385071222683699
Colombia,2032,DTP1,static,651304,282692.37517970835,269773.63760429155,98837.98721600007,27669.553843544185,29156.425251095545,9124.302275443395,65950.28137008312,10.125883054623205
Colombia,2032,DTP3,historical_progress,651304,282692.37517970835,269773.63760429155,98837.98721600007,19771.020584499074,21704.060617558596,6345.701832620986,47820.78303467866,7.342313732861867
Colombia,2032,DTP3,static,651304,282692.37517970835,269773.63760429155,98837.98721600007,27669.553843544185,29156.425251095545,9124.302275443395,65950.28137008312,10.125883054623205
Colombia,2032,measles1,historical_progress,660045.5,286486.5410341073,273394.41415889264,100164.54480700007,17500.318057929697,19602.558218959668,5538.718243716513,42641.594520605875,6.460402278419575
Colombia,2032,measles1,static,660045.5,286486.5410341073,273394.41415889264,100164.54480700007,19426.06777699975,21419.52709517562,6216.171746371013,47061.76661854638,7.130079156443969
Colombia,2033,DTP1,historical_progress,643657.5,280199.50440833566,267394.6883466643,96063.30724499999,25119.256427049568,26723.293237620728,8072.590853507533,59915.14051817783,9.308543832422963
Colombia,2033,DTP1,static,643657.5,280199.50440833566,267394.6883466643,96063.30724499999,27425.5549667098,28899.314671936958,8868.155630958461,65193.02526960522,10.12852724773738
Colombia,2033,DTP3,historical_progress,643657.5,280199.50440833566,267394.6883466643,96063.30724499999,18863.09499490588,20820.526904996306,5914.508718055249,45598.13061795744,7.08422268333041
Colombia,2033,DTP3,static,643657.5,280199.50440833566,267394.6883466643,96063.30724499999,27425.5549667098,28899.314671936958,8868.155630958461,65193.02526960522,10.12852724773738
Colombia,2033,measles1,historical_progress,652336.5,283977.6806880495,271000.20603295043,97358.613279,17145.807226723755,19241.005727451055,5314.137519870929,41700.950474045734,6.3925520761211025
Colombia,2033,measles1,static,652336.5,283977.6806880495,271000.20603295043,97358.613279,19255.947076217013,21231.948991274407,6042.036753592743,46529.93282108416,7.132811489328615
Colombia,2034,DTP1,historical_progress,636265,277797.9060137001,265102.84041629976,93364.25357,24684.829033727212,26287.49567983868,7771.677678232769,58744.002391798655,9.2326314337263
Colombia,2034,DTP1,static,636265,277797.9060137001,265102.84041629976,93364.25357,27190.48970876397,28651.61777515356,8618.990484216585,64461.09796813411,10.13117144085155
Colombia,2034,DTP3,historical_progress,636265,277797.9060137001,265102.84041629976,93364.25357,17998.564061285702,19978.921293066574,5510.654072046483,43488.13942639876,6.834909892324544
Colombia,2034,DTP3,static,636265,277797.9060137001,265102.84041629976,93364.25357,27190.48970876397,28651.61777515356,8618.990484216585,64461.09796813411,10.13117144085155
Colombia,2034,measles1,historical_progress,644595,281434.8443288583,268573.57456114155,94586.58111,16794.905952874255,18882.492344567512,5096.088245298049,40773.48654273982,6.325442571341668
Colombia,2034,measles1,static,644595,281434.8443288583,268573.57456114155,94586.58111,19083.522531311122,21041.830627955515,5870.005541528919,45995.35870079556,7.1355438222132594
Colombia,2035,DTP1,historical_progress,629031.5,275446.9582845392,262859.3284704608,90725.21324500002,24260.32902756212,25861.611185624395,7480.552763052458,57602.49297623897,9.157330431979794
Colombia,2035,DTP1,static,629031.5,275446.9582845392,262859.3284704608,90725.21324500002,26960.38207061482,28409.14490445467,8375.365514499617,63744.89248956911,10.133815633965725
Colombia,2035,DTP3,historical_progress,629031.5,275446.9582845392,262859.3284704608,90725.21324500002,17172.88945097601,19174.523556741544,5131.735459422651,41479.1484671402,6.594128985136706
Colombia,2035,DTP3,static,629031.5,275446.9582845392,262859.3284704608,90725.21324500002,26960.38207061482,28409.14490445467,8375.365514499617,63744.89248956911,10.133815633965725
Colombia,2035,measles1,historical_progress,637057.5,278961.46795089415,266213.22882410587,91882.80322500001,16453.711918332538,18533.887239272128,4886.25771042014,39873.856868024806,6.2590671749449305
Colombia,2035,measles1,static,637057.5,278961.46795089415,266213.22882410587,91882.80322500001,18915.807926000427,20856.905527623967,5702.210163138449,45474.92361676285,7.138276155097907
Colombia,2036,DTP1,historical_progress,621442,272868.3130006713,260398.5245033287,88175.162496,23821.285127332863,25419.547807200473,7201.38917417214,56442.22210870547,9.082460166629463
Colombia,2036,DTP1,static,621442,272868.3130006713,260398.5245033287,88175.162496,26707.98769853447,28143.18768356963,8139.955683654433,62991.13106575854,10.136284812703122
Colombia,2036,DTP3,historical_progress,621442,272868.3130006713,260398.5245033287,88175.162496,16367.73600530198,18387.0312563911,4777.983433480496,39532.75069517358,6.361454599974508
Colombia,2036,DTP3,static,621442,272868.3130006713,260398.5245033287,88175.162496,26707.98769853447,28143.18768356963,8139.955683654433,62991.13106575854,10.136284812703122
Colombia,2036,measles1,historical_progress,629712.5,276499.7981314993,263864.0546685006,89348.6472,16118.641359228131,18191.18600684475,4689.757889840317,38999.585255913196,6.193236636705353
Colombia,2036,measles1,static,629712.5,276499.7981314993,263864.0546685006,89348.6472,18748.8871185393,20672.855682889283,5544.941449804268,44966.68425123285,7.1408276397932156
Colombia,2037,DTP1,historical_progress,614535.5,270572.193715989,258207.335401011,85755.970883,23412.320518981564,25008.912676950556,6937.315692833666,55358.548888765785,9.008193812849832
Colombia,2037,DTP1,static,614535.5,270572.193715989,258207.335401011,85755.970883,26483.246595636563,27906.36972819012,7916.626211242269,62306.24253506895,10.138753991440518
Colombia,2037,DTP3,historical_progress,614535.5,270572.193715989,258207.335401011,85755.970883,15612.868753983359,17650.032668705022,4450.090354084118,37712.9917767725,6.136828836864998
Colombia,2037,DTP3,static,614535.5,270572.193715989,258207.335401011,85755.970883,26483.246595636563,27906.36972819012,7916.626211242269,62306.24253506895,10.138753991440518
Colombia,2037,measles1,historical_progress,622005.5,273861.14006173867,261345.98043526133,86798.379503,15778.726948800415,17842.00508411496,4496.554102803793,38117.286135719165,6.128126863141751
Colombia,2037,measles1,static,622005.5,273861.14006173867,261345.98043526133,86798.379503,18569.965098962137,20475.573088683883,5386.6728525244625,44432.21104017048,7.1433791244885265
Colombia,2038,DTP1,historical_progress,608371,268587.10357297387,256312.96174302607,83470.93468399999,23035.17556703926,24631.655359634988,6688.245093206081,54355.076019880325,8.93452778319156
Colombia,2038,DTP1,static,608371,268587.10357297387,256312.96174302607,83470.93468399999,26288.948611612308,27701.63080541332,7705.681395617461,61696.260812643086,10.141223170177916
Colombia,2038,DTP3,historical_progress,608371,268587.10357297387,256312.96174302607,83470.93468399999,14906.7475556988,16962.38216026028,4146.53194143321,36015.66165739229,5.9200161837747505
Colombia,2038,DTP3,static,608371,268587.10357297387,256312.96174302607,83470.93468399999,26288.948611612308,27701.63080541332,7705.681395617461,61696.260812643086,10.141223170177916
Colombia,2038,measles1,historical_progress,614953.5,271493.183266564,259086.23671943598,84374.08001399999,15459.747987341505,17515.497507467557,4313.882785843685,37289.128280652745,6.063731368412855
Colombia,2038,measles1,static,614953.5,271493.183266564,259086.23671943598,84374.08001399999,18409.398780453674,20298.529816244736,5236.2217920489165,43944.15038874732,7.145930609183836
Colombia,2039,DTP1,historical_progress,602615,266768.0750256396,254577.06084436036,81269.86412999997,22676.768616460784,24273.869153108768,6449.840323272865,53400.47809284242,8.861458492211847
Colombia,2039,DTP1,static,602615,266768.0750256396,254577.06084436036,81269.86412999997,26110.90451579468,27514.01920168243,7502.487930938905,61127.41164841602,10.143692348915314
Colombia,2039,DTP3,historical_progress,602615,266768.0750256396,254577.06084436036,81269.86412999997,14238.49471548042,16312.252492730704,3863.300624473947,34414.04783268507,5.710785133573686
Colombia,2039,DTP3,static,602615,266768.0750256396,254577.06084436036,81269.86412999997,26110.90451579468,27514.01920168243,7502.487930938905,61127.41164841602,10.143692348915314
Colombia,2039,measles1,historical_progress,608713,269467.5626280165,257153.18476598346,82092.25260599997,15165.12193802346,17215.66053640991,4142.263536587552,36523.046011020924,6.000043700565114
Colombia,2039,measles1,static,608713,269467.5626280165,257153.18476598346,82092.25260599997,18272.045578195466,20147.081737758046,5094.6124921610635,43513.73980811457,7.148482093879147
Colombia,2040,DTP1,historical_progress,596836.5,264925.26334448426,252818.46367551578,79092.77297999997,22320.68487620846,23918.01833768233,6217.151470443695,52455.85468433448,8.788982356865654
Colombia,2040,DTP1,static,596836.5,264925.26334448426,252818.46367551578,79092.77297999997,25930.53255845828,27323.95464476151,7301.508142769189,60555.99534598898,10.146161527652712
Colombia,2040,DTP3,historical_progress,596836.5,264925.26334448426,252818.46367551578,79092.77297999997,13596.289578812391,15686.44257152925,3596.443594248665,32879.175744590306,5.508908343338637
Colombia,2040,DTP3,static,596836.5,264925.26334448426,252818.46367551578,79092.77297999997,25930.53255845828,27323.95464476151,7301.508142769189,60555.99534598898,10.146161527652712
Colombia,2040,measles1,historical_progress,602861,267599.4333207153,255370.4269592847,79891.13971999996,14883.824430823277,16930.09832269069,3978.281111582961,35792.203865096926,5.937057441947136
Colombia,2040,measles1,static,602861,267599.4333207153,255370.4269592847,79891.13971999996,18145.371541750897,20007.408697026032,4958.012303352835,43110.79254212977,7.1510335785744585
Colombia,2041,DTP1,historical_progress,590653,262838.1736408474,250826.75172715262,76988.07463200003,21948.52342587187,23544.36258339971,5993.851630652866,51486.737639924446,8.716917994139443
Colombia,2041,DTP1,static,590653,262838.1736408474,250826.75172715262,76988.07463200003,25726.250993048612,27108.69565555907,7107.211349939834,59942.15799854752,10.148455692013334
Colombia,2041,DTP3,historical_progress,590653,262838.1736408474,250826.75172715262,76988.07463200003,12968.404383386296,15071.508274590728,3347.259826845968,31387.172484822993,5.313978340044493
Colombia,2041,DTP3,static,590653,262838.1736408474,250826.75172715262,76988.07463200003,25726.250993048612,27108.69565555907,7107.211349939834,59942.15799854752,10.148455692013334
Colombia,2041,measles1,historical_progress,596986.5,265656.5552841376,253516.33635986238,77813.60835600003,14602.722414535692,16643.914122635433,3823.8301310680954,35070.46666823922,5.874582870506991
Colombia,2041,measles1,static,596986.5,265656.5552841376,253516.33635986238,77813.60835600003,18013.628946497498,19862.146973397124,4829.081534566539,42704.85745446116,7.1534042150804344
Colombia,2042,DTP1,historical_progress,584790.5,260880.51510992026,248958.5560860798,74951.428804,21591.71555299958,23186.589502616665,5779.4029004669055,50557.707956083155,8.645439342137596
Colombia,2042,DTP1,static,584790.5,260880.51510992026,248958.5560860798,74951.428804,25534.637978745246,26906.785984002283,6919.1968760910095,59360.62083883854,10.150749856373958
Colombia,2042,DTP3,historical_progress,584790.5,260880.51510992026,248958.5560860798,74951.428804,12372.997451490724,14488.614006019629,3114.516752449542,29976.128209959894,5.125960187444887
Colombia,2042,DTP3,static,584790.5,260880.51510992026,248958.5560860798,74951.428804,25534.637978745246,26906.785984002283,6919.1968760910095,59360.62083883854,10.150749856373958
Colombia,2042,measles1,historical_progress,590749,263538.6577255791,251495.22444242093,75715.117832,14316.457736537657,16350.97067053277,3671.6101321056826,34339.03853917611,5.81279672740472
Colombia,2042,measles1,static,590749,263538.6577255791,251495.22444242093,75715.117832,17870.0186345827,19703.799694754995,4698.8500486605135,42272.668377998205,7.15577485158641
Colombia,2043,DTP1,historical_progress,579149.5,259008.86132725177,247172.4348687482,72968.20380399998,21246.367771257355,22840.55703191826,5572.497127902165,49659.42193107778,8.574542830664237
