country,vaccine,year,urban_rate,recent_year,recent_coverage_value,intercept,slope,projected_coverage,urban non-poor_proportion_of_children_percent,urban poor_proportion_of_children_percent,rural_proportion_of_children_percent,urban non-poor_zero_dose_percent,urban poor_zero_dose_percent,rural_zero_dose_percent,rural_proportion,urban poor_adjusted,urban non-poor_adjusted,avg_projected_coverage,urban_poor_coverage,urban_nonpoor_coverage,rural_coverage,method
Pakistan,measles1,2044,0.48401,2023,0.84,1.3080421776461981,0.05107512368969695,0.84,0.204,0.14,0.657,0.043,0.132,0.166,51.599000000000004,19.69808139534884,28.702918604651163,84,84.41956914897314,93.07549271378718,81.11281183207787,static
Pakistan,measles1,2045,0.49027,2023,0.84,1.3080421776461981,0.05107512368969695,0.84,0.204,0.14,0.657,0.043,0.132,0.166,50.973,19.952848837209306,29.0741511627907,84,84.41956914897314,93.07549271378718,81.11281183207787,static
Pakistan,measles1,2046,0.49661999999999995,2023,0.84,1.3080421776461981,0.05107512368969695,0.84,0.204,0.14,0.657,0.043,0.132,0.166,50.33800000000001,20.211279069767443,29.450720930232556,84,84.41956914897314,93.07549271378718,81.11281183207787,static
Pakistan,measles1,2047,0.5029699999999999,2023,0.84,1.3080421776461981,0.05107512368969695,0.84,0.204,0.14,0.657,0.043,0.132,0.166,49.70300000000001,20.469709302325583,29.827290697674417,84,84.41956914897314,93.07549271378718,81.11281183207787,static
Pakistan,measles1,2048,0.50932,2023,0.84,1.3080421776461981,0.05107512368969695,0.84,0.204,0.14,0.657,0.043,0.132,0.166,49.068,20.728139534883724,30.203860465116282,84,84.41956914897314,93.07549271378718,81.11281183207787,static
Pakistan,measles1,2049,0.51567,2023,0.84,1.3080421776461981,0.05107512368969695,0.84,0.204,0.14,0.657,0.043,0.132,0.166,48.43300000000001,20.986569767441864,30.58043023255814,84,84.41956914897314,93.07549271378718,81.11281183207787,static
Pakistan,measles1,2050,0.5220199999999999,2023,0.84,1.3080421776461981,0.05107512368969695,0.84,0.204,0.14,0.657,0.043,0.132,0.166,47.79800000000001,21.245,30.956999999999997,84,84.41956914897314,93.07549271378718,81.11281183207787,static
Philippines,DTP1,2023,0.48338,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,51.662,23.4302096069869,24.9077903930131,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2024,0.48647999999999997,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,51.352000000000004,23.580471615720523,25.067528384279477,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2025,0.48957999999999996,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,51.042,23.730733624454146,25.227266375545852,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2026,0.49351199999999995,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,50.64880000000001,23.921324017467246,25.42987598253275,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2027,0.497444,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,50.2556,24.11191441048035,25.63248558951965,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2028,0.501376,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,49.862399999999994,24.302504803493452,25.835095196506554,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2029,0.505308,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,49.4692,24.493095196506548,26.03770480349345,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2030,0.50924,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,49.076,24.683685589519648,26.240314410480355,91,90.35177851922833,96.23515014373623,88.98599582068185,static
Philippines,DTP1,2031,0.513962,2023,0.91,1.8468114266656344,-0.020367777510937147,0.91,0.23600000000000002,0.222,0.542,0.084,0.14,0.153,48.6038,24.912568558951968,26.483631441048033,91,90.35177851922833,96.23515014373623,88.98599582068185,static
